text,label
Инструкция по монтажу фланцевого соединения,domain_rag
Регламент обслуживания системы вентиляции ГРС,domain_rag
Порядок поверки датчика давления,domain_rag
Как провести техническое обследование газопровода?,domain_rag
Инструкция по эксплуатации теплообменника,domain_rag
Регламент ТО котла газового,domain_rag
Порядок проверки и настройки автоматики ГРС,domain_rag
Как заменить фильтрующий элемент фильтра газа?,domain_rag
Регламент ТО импульсных трубок,domain_rag
Инструкция по безопасному обслуживанию оборудования,domain_rag
Порядок останова ГРС на техническое обслуживание,domain_rag
Как выполнить монтаж трубопроводов ГРС?,domain_rag
Регламент ТО арматуры трубопроводной,domain_rag
Инструкция по эксплуатации блока редуцирования,domain_rag
Порядок проведения внепланового ремонта,domain_rag
Как провести проверку плотности соединений?,domain_rag
Регламент ТО системы автоматического управления ГРС,domain_rag
Расчёт пропускной способности газопровода,domain_rag
Методика расчёта редуктора давления,domain_rag
Расчёт потерь давления в трубопроводе,domain_rag
Как рассчитать диаметр газопровода?,domain_rag
Расчёт толщины стенки трубы,domain_rag
Методика расчёта предохранительного клапана,domain_rag
Расчёт производительности фильтра газа,domain_rag
Как рассчитать потребление газа котлом?,domain_rag
Расчёт тепловой нагрузки на теплообменник,domain_rag
Методика расчёта пропускной способности регулятора,domain_rag
Расчёт гидравлических потерь в арматуре,domain_rag
Как рассчитать давление настройки ПЗК?,domain_rag
Расчёт объёма газа для продувки,domain_rag
Методика расчёта расхода газа,domain_rag
Расчёт нагрузки на фундамент оборудования,domain_rag
Как рассчитать теплопотери трубопровода?,domain_rag
Расчёт количества одоранта на объём газа,domain_rag
Расчёт давления испытания сосуда,domain_rag
Как рассчитать мощность электропривода задвижки?,domain_rag
Расчёт компенсационных усилий трубопровода,domain_rag
Как рассчитать перепад давления на фильтре?,domain_rag
Расчёт расхода газа через регулятор давления,domain_rag
Методика расчёта системы вентиляции ГРС,domain_rag
Как рассчитать ошибку измерения расходомера?,domain_rag
Расчёт эффективности теплоизоляции,domain_rag
Методика расчёта газопотребления объекта,domain_rag
Расчёт нагрузки на трубопроводную систему,domain_rag
Как рассчитать давление в конце газопровода?,domain_rag
Расчёт производительности ГРС,domain_rag
Методика расчёта поверки манометра,domain_rag
Расчёт потребления электроэнергии оборудованием,domain_rag
Как определить расчётный расход газа?,domain_rag
Расчёт диаметра дроссельной шайбы,domain_rag
Методика гидравлического расчёта сетей,domain_rag
Расчёт давления на входе в регулятор,domain_rag
Расчёт производительности насоса,domain_rag
Методика расчёта надёжности оборудования,domain_rag
Расчёт сечения кабеля питания оборудования,domain_rag
Расчёт срока службы арматуры,domain_rag
Форма акта технического обслуживания ГРС,domain_rag
Шаблон отчёта о техническом состоянии оборудования,domain_rag
Как составить акт замены арматуры?,domain_rag
Форма записи в журнале обходов ГРС,domain_rag
Шаблон акта опрессовки трубопровода,domain_rag
Отчёт о проведении технического обследования,domain_rag
Форма паспорта объекта газового хозяйства,domain_rag
Как оформить акт технического освидетельствования?,domain_rag
Шаблон наряда-допуска на газоопасные работы,domain_rag
Форма журнала ТО оборудования,domain_rag
Акт приёмки оборудования из монтажа,domain_rag
Шаблон дефектной ведомости на оборудование,domain_rag
Форма отчёта о результатах испытания,domain_rag
Как заполнить журнал обслуживания котла?,domain_rag
Шаблон технического отчёта по ГРС,domain_rag
Форма акта о неисправности оборудования,domain_rag
Отчёт о проверке автоматики безопасности,domain_rag
Шаблон протокола испытания арматуры,domain_rag
Форма акта о плановом техническом обслуживании,domain_rag
Как оформить техническое заключение?,domain_rag
Шаблон акта сдачи объекта в эксплуатацию,domain_rag
Форма отчёта о контроле загазованности,domain_rag
Акт измерения параметров газа на ГРС,domain_rag
Шаблон ведомости дефектов оборудования,domain_rag
Форма протокола поверки манометра,domain_rag
Акт ввода в эксплуатацию ГРС,domain_rag
Шаблон технического задания на ремонт,domain_rag
Форма отчёта о надёжности оборудования,domain_rag
Акт технической проверки системы КИПиА,domain_rag
Шаблон программы проведения испытания,domain_rag
Принцип работы ГРС,domain_rag
Устройство газорегуляторной станции,domain_rag
Какое оборудование входит в состав ГРС?,domain_rag
Параметры газа на входе ГРС,domain_rag
Давление газа на выходе из ГРС,domain_rag
Требования к ГРС по промышленной безопасности,domain_rag
Как работает автоматика безопасности ГРС?,domain_rag
Состав блочной ГРС,domain_rag
Технические требования к ГРС,domain_rag
Как подключить ГРС к газопроводу?,domain_rag
Схема обвязки ГРС,domain_rag
Точки замера давления на ГРС,domain_rag
Система одоризации газа ГРС,domain_rag
Требования к зданию ГРС,domain_rag
Система КИПиА ГРС состав,domain_rag
Охрана труда при обслуживании ГРС,domain_rag
Аварийная остановка ГРС процедура,domain_rag
Как проверить параметры газа на ГРС?,domain_rag
Узел учёта газа на ГРС принцип работы,domain_rag
Блок редуцирования ГРС устройство,domain_rag
Требования к охранной зоне ГРС,domain_rag
Система телемеханики ГРС,domain_rag
Резервная нитка ГРС зачем нужна?,domain_rag
Производительность ГРС расчёт,domain_rag
Требования к заземлению ГРС,domain_rag
Электроснабжение ГРС требования,domain_rag
Система подогрева газа на ГРС,domain_rag
Шкаф управления ГРС функции,domain_rag
Датчики на ГРС перечень,domain_rag
Нормативная документация на ГРС,domain_rag
Что такое ГРПШ?,domain_rag
Принцип работы газорегуляторного пункта,domain_rag
Отличие ГРС от ГРП,domain_rag
Требования к ГРПШ по ГОСТ,domain_rag
Обслуживание ГРП регламент,domain_rag
Требования к промышленной безопасности ГРС,domain_rag
Что контролирует система телемеханики ГРС?,domain_rag
Регламент замены оборудования ГРС,domain_rag
Как выбрать производительность ГРС?,domain_rag
Требования к газопроводу после ГРС,domain_rag
Допустимые потери давления в газопроводе,domain_rag
Нормы герметичности фланцевых соединений,domain_rag
Допустимое отклонение давления от настройки,domain_rag
Нормативное давление газа в сети низкого давления,domain_rag
Допустимая погрешность манометра класса 1.5,domain_rag
Нормы вибрации для компрессорного оборудования,domain_rag
Допустимые потери давления в фильтре газа,domain_rag
Нормы расхода одоранта на объём газа,domain_rag
Допустимая температура рабочей среды для арматуры,domain_rag
Нормы контроля качества сварных швов,domain_rag
Допустимое давление в резервуаре,domain_rag
Нормативные требования к точности поверки,domain_rag
Допустимые отклонения геометрии трубопровода,domain_rag
Нормы технического обслуживания котла,domain_rag
Нормы на межповерочный интервал манометра,domain_rag
Допустимые нагрузки на фланцевые соединения,domain_rag
Нормы расхода смазки для задвижки,domain_rag
Допустимые погрешности расходомера газа,domain_rag
Нормы по загазованности в помещении ГРС,domain_rag
Допустимое время срабатывания ПЗК,domain_rag
Нормативный ресурс работы арматуры,domain_rag
Допустимые отклонения при монтаже оборудования,domain_rag
Нормы катодной защиты трубопровода,domain_rag
Допустимое превышение давления для ПСК,domain_rag
Нормативные требования к скорости газа в трубе,domain_rag
Допустимые нагрузки на опоры трубопровода,domain_rag
Нормы запаса прочности для сосудов давления,domain_rag
Нормативный срок службы газопровода,domain_rag
Допустимые отклонения давления в сети газопотребления,domain_rag
Что такое редуктор давления газа?,domain_rag
Как работает предохранительный запорный клапан?,domain_rag
Устройство регулятора давления газа,domain_rag
Принцип работы вихревого расходомера,domain_rag
Как устроен газовый счётчик?,domain_rag
Что такое узел одоризации?,domain_rag
Устройство сепаратора газа,domain_rag
Принцип работы клапана ПЗК,domain_rag
Что такое газорегуляторный пункт?,domain_rag
Как работает шаровой кран?,domain_rag
Устройство фильтра газа,domain_rag
Принцип работы теплообменника,domain_rag
Что такое предохранительный сбросной клапан?,domain_rag
Как работает система автоматики ГРС?,domain_rag
Устройство диафрагменного регулятора давления,domain_rag
Принцип работы дроссельной шайбы,domain_rag
Что такое газопровод-ввод?,domain_rag
Как работает импульсный газопровод?,domain_rag
Устройство блока автоматики ГРС,domain_rag
Принцип работы конденсатосборника,domain_rag
Какое максимальное давление для ГРС по паспорту?,domain_rag
Что означает рабочее давление в паспорте?,domain_rag
Регламент говорит о ревизии арматуры что это?,domain_rag
По документации нужна продувка как это делается?,domain_rag
Что означает запись в паспорте условный диаметр DN100?,domain_rag
Документация требует поверку что это такое?,domain_rag
По регламенту нужен осмотр что включает осмотр ГРС?,domain_rag
Нужно проверить соответствие фланца документации,domain_rag
Как трактовать требование ГОСТ в части испытаний?,domain_rag
Что означает требование давление не более в нормативе?,domain_rag
По документации межповерочный интервал 2 года что это значит?,domain_rag
Как понять требование регламента к периодичности ТО?,domain_rag
В регламенте написано ревизия и замена в чём разница?,domain_rag
Найди в документах требования по ТО редуктора,domain_rag
Какие документы нужны для ввода в эксплуатацию ГРС?,domain_rag
Что входит в исполнительную документацию ГРС?,domain_rag
Как оформить разрешение на ввод ГРС в эксплуатацию?,domain_rag
Нормативные требования к промышленной безопасности ГРС,domain_rag
Документация для получения лицензии на эксплуатацию ГРС,domain_rag
Что такое декларация промышленной безопасности?,domain_rag
Требования к персоналу обслуживающему ГРС,domain_rag
Какая квалификация нужна для ТО газового оборудования?,domain_rag
Нормативы по охране труда при работе с газом,domain_rag
Что такое план локализации и ликвидации аварий?,domain_rag
Документы необходимые при аварии на ГРС,domain_rag
Требования к системе диагностики трубопроводов,domain_rag
Нормативные требования к ЭХЗ трубопровода,domain_rag
Как выбрать тип регулятора давления по документации?,domain_rag
Нормативные требования к системе учёта газа,domain_rag
Требования к точности средств измерения на ГРС,domain_rag
Нормативные требования к системе пожаротушения ГРС,domain_rag
Требования к молниезащите ГРС по нормативам,domain_rag
Нормативы по надёжности газоснабжения потребителей,domain_rag
Документация для техперевооружения ГРС,domain_rag
Требования к диагностике сварных швов трубопровода,domain_rag
Нормативные требования к реконструкции ГРС,domain_rag
Что такое технологический регламент?,domain_rag
Какие разделы входят в технологический регламент?,domain_rag
Как составить технологический регламент на ГРС?,domain_rag
Кто утверждает технологический регламент?,domain_rag
Периодичность пересмотра технологического регламента,domain_rag
Разница между регламентом и инструкцией,domain_rag
Что входит в производственную инструкцию оператора ГРС?,domain_rag
Какие инструкции нужны на объекте газового хозяйства?,domain_rag
Инструкция по охране труда для слесаря КИПиА,domain_rag
Инструкция по безопасности при работе с газом,domain_rag
Технический регламент на оборудование ГРС,domain_rag
Регламент проведения планово-предупредительного ремонта,domain_rag
Как составить план ТО оборудования на год?,domain_rag
График технического обслуживания арматуры,domain_rag
Что включает в себя ППР оборудования?,domain_rag
Нормы расхода запасных частей для ГРС,domain_rag
Перечень запасных частей для ТО ГРС,domain_rag
Складской запас арматуры для ремонта,domain_rag
Периодичность замены уплотнений арматуры,domain_rag
Срок службы предохранительного клапана,domain_rag
Ресурс работы регулятора давления газа,domain_rag
Когда нужно заменить фильтрующий элемент?,domain_rag
Нормативный срок службы манометра,domain_rag
Срок поверки счётчика газа по регламенту,domain_rag
Межремонтный интервал для редуктора давления,domain_rag
Критерии замены арматуры трубопроводной,domain_rag
Признаки износа шарового крана по документации,domain_rag
Нормы отбраковки арматуры,domain_rag
Что такое остаточный ресурс оборудования?,domain_rag
Как продлить срок службы оборудования ГРС?,domain_rag
Требования к монтажу оборудования ГРС в документации,domain_rag
Допуски и посадки для фланцевых соединений,domain_rag
Нормы затяжки болтов фланцевых соединений,domain_rag
Требования к сварным швам по НТД,domain_rag
Контроль качества монтажа трубопровода,domain_rag
Приёмо-сдаточные испытания оборудования,domain_rag
Что проверяется при вводе в эксплуатацию ГРС?,domain_rag
Требования НТД к монтажу КИПиА,domain_rag
Допуски на установку датчиков давления,domain_rag
Нормы монтажа импульсных трубок,domain_rag
Требования к кабельным трассам по нормативам,domain_rag
